Overall,Bib,Name,Time
1596,31486,Niven Crenshaw,5:25:18
1597,31622,David Davis,5:25:21
1598,31674,Paige Holmes,5:25:28
1599,31803,Alyssa Snow,5:25:31
1599,33096,Beth Knapp,5:25:31
1601,31768,Kendra Burbach,5:25:38
1602,33422,Betsy Cohen,5:25:45
1603,33445,Kenneth Whaley,5:26:03
1604,30988,Kaitlyn Wiener,5:26:04
1605,32269,Jordan Hill,5:26:08
1606,32846,Lauren Schick,5:26:18
1607,33014,Nicole Rosa,5:26:31
1608,32040,Gabriela Ponce,5:26:37
1608,31749,Jose Garcia,5:26:37
1610,32080,Deanna Steele,5:26:38
1611,31958,Courtney Strickland,5:26:46
1611,31957,Joel Strickland,5:26:46
1611,30510,Klaus Geyer,5:26:46
1614,31377,Jack Frod,5:26:47
1615,33682,Mark Ford,5:26:51
1615,31375,Miki Ford,5:26:51
1617,32270,Megan Cunningham,5:26:55
1618,32259,Julio Torres,5:26:56
1619,31892,Adrienne Trigg,5:27:01
1620,33183,Kari Thompson,5:27:05
1620,30269,Amanda Staggs,5:27:05
1620,30272,Sandy Staggs,5:27:05
1623,32316,Jeri Rae Kendrick,5:27:06
1624,33026,Kristine Nowak,5:27:13
1625,31226,Jacob Snyder,5:27:20
1626,31638,Brett Bellinger,5:27:22
1627,32257,Sami Marcu,5:27:25
1627,33203,Phillip Ticer,5:27:25
1629,31392,Mia Esworthy,5:27:27
1630,31902,William Branch,5:27:33
1631,30311,Kevin Fox,5:27:59
1631,33683,Trey Fox,5:27:59
1633,32408,Beth Sedberry,5:28:02
1634,32730,Crystal Mullins,5:28:08
1635,32115,Genaro Rojas,5:28:12
1636,32221,Pam Tebbetts,5:28:23
1637,32292,Tony Thomas,5:28:27
1638,32854,Shirley Furgiuele,5:28:37
1639,32116,Elkin Mesa,5:28:41
1639,32108,Laura Estrada,5:28:41
1641,31146,Dexter Bateman,5:28:47
1641,31145,Mary Grace Bateman,5:28:47
1643,31576,Aline Oceguera,5:28:58
1643,31337,Justin Vantreese,5:28:58
1645,31641,Timothy Hoffman,5:28:59
1646,31231,Borran Pea,5:29:04
1647,33609,Spencer Moore,5:29:05
1648,32227,Kayla Loflin,5:29:07
1649,32305,Ryan Sandefur,5:29:28
1649,32304,Lindsey Sandefur,5:29:28
1651,31686,Tyler Chapman,5:29:33
1652,30595,Danielle Magiera,5:29:39
1653,30883,Shawn Schmuki,5:29:40
1653,31393,Kira Lee,5:29:40
1655,33082,Samantha Leonard,5:29:52
1655,31288,Daniel Stroud,5:29:52
1657,32826,Jessica White,5:29:53
1658,33070,William Hyatt,5:30:01
1659,32930,Michael Panasuk,5:30:03
1660,32660,Leanna Delhey,5:30:09
1660,32154,Kevin Kent,5:30:09
1662,32598,Daniel Hsu,5:30:13
1663,33332,Michelle Kanney,5:30:14
1664,33578,Arsenio Franklin,5:30:15
1665,33126,Laura Daniel,5:30:19
1666,33088,Amy Coble,5:30:20
1667,31780,Kate Bangert,5:30:28
1668,33224,Shelbie Claycomb,5:30:30
1669,31480,Lee Ekkart,5:30:33
1670,32299,Laura Schlabach,5:30:55
1671,30082,Adams Stein,5:31:03
1672,32331,Michael Sosa,5:31:10
1672,30848,Jon Cobb,5:31:10
1674,32327,Kelsey Jo Walakovits,5:31:12
1675,32762,Lindsey Frodge,5:31:13
1676,33252,Melanie Corbin,5:31:14
1677,31827,George Mattas,5:31:15
1678,32862,Tony Presta,5:31:16
1679,33680,Udo Freyhofer,5:31:17
1680,32230,Tony Amburgy,5:31:24
1681,33225,Shelby Gray,5:31:30
1682,32302,Stephanie Vendl,5:31:31
1683,32312,Larissa Caldwell,5:31:33
1684,33195,Michael Roberts,5:31:34
1685,32071,Caywood Vanstratum,5:31:36
1686,32774,Mark Simmons,5:31:38
1687,33341,Jb Ashburn,5:31:39
1687,32013,Laurel Kincaid,5:31:39
1689,32884,Brandon Fortson,5:31:40
1690,32590,Brandon Ocampo,5:31:45
1691,33516,Greg Brown,5:31:48
1691,32622,Matthew Brennan,5:31:48
1691,31332,Brandon Ernstes,5:31:48
1694,31889,Ben Bright,5:31:52
1695,32067,John Ugorji,5:32:00
1696,32696,Aneeqa Thiele,5:32:03
1697,30352,Takehiro Sasagawa,5:32:10
1698,32063,Sam Mann,5:32:14
1698,31983,Shannon Fanucchi,5:32:14
1700,31813,Kassidy Yeager,5:32:25
1700,31812,Ashley Newcomb,5:32:25
1702,33430,Bonnie Woloschuk,5:32:30
1703,32038,Kimberly Venvertloh,5:32:33
1704,31586,Brian Fahey,5:32:34
1705,33307,Angela Mcleod,5:32:37
1706,33303,Robert Piggott,5:32:38
1707,33327,Morgan Cornacchini,5:32:39
1708,31662,Anna Hopkins,5:32:40
1708,31663,Fletcher Hopkins,5:32:40
1710,33219,Misty Lippard,5:32:42
1711,33236,Joseph Montgomery,5:32:47
1712,32042,Kevin Gallagher,5:32:54
1713,31766,Gabriel Garrido,5:33:09
1714,32029,Michael Cline,5:33:28
1715,33625,Beth House,5:33:33
1716,33371,Lisa Bentley,5:33:36
1717,30713,Joe Tennant,5:33:43
1718,32055,Natalie Johnson,5:33:50
1719,32864,Carley Sarno,5:33:54
1720,33020,Cynthia Mitchell,5:34:05
1721,32802,Nolan Goebel,5:34:06
1722,31194,Corey Neal,5:34:11
1723,32236,Jon Teague,5:34:20
1724,32194,Brooke Demarco,5:34:28
1724,32195,Jake Files,5:34:28
1726,33243,Ashley Noffsinger,5:34:36
1727,527,Justin Milam,5:34:37
1728,31757,Justine Rourk,5:34:40
1729,31574,Paloma Lepley,5:34:44
1729,32177,Kirsty Walker,5:34:44
1731,32638,Lynsey Rank,5:34:56
1732,33551,Doug Norfleet,5:34:58
1733,32690,Ronald Ruiz,5:34:59
1734,32309,Nicole Heck,5:35:05
1735,32094,Drew Chandler,5:35:10
1736,33282,Regan Cooper,5:35:14
1737,32928,Stephanie Anasi,5:35:16
1738,32528,Pj Boyle,5:35:28
1739,32618,Chelsie Krafka,5:35:38
1740,32324,Angela Adams,5:35:40
1741,32592,Michele Glose,5:35:46
1741,33158,David Uminski,5:35:46
1741,32155,Michele Hart,5:35:46
1744,33142,William Davis,5:35:50
1745,33080,Carolyn Vought,5:35:57
1746,32524,Kenneth Fiorilli,5:36:03
1747,31527,Kristen Beaudin,5:36:04
1748,32189,Jennifer Veazey,5:36:11
1749,32462,Caroline Lavenir,5:36:22
1750,32460,Kathryn Hall,5:36:23
1751,33094,Amy Birtman,5:36:24
1752,33655,Gina Hamrang,5:36:29
1753,33668,Brandon Eaves,5:36:34
1754,33092,Tiffany Skinner,5:36:38
1755,33346,Mary Miller,5:36:40
1756,32710,Sara Fosbenner,5:36:45
1757,31540,Armando Malvone,5:36:57
1758,32738,Tatiana Donaldson,5:37:02
1759,32616,Kaitlyn Friedman,5:37:06
1760,33704,Jessica Averbch,5:37:11
1761,31963,Ryan Mathewson,5:37:16
1762,33002,Chell Knox,5:37:33
1763,32303,Daniel Jones,5:37:34
1764,31998,Kip England,5:37:36
1765,33585,K'Leetha Gilbert,5:37:44
1766,32297,Robert Furman,5:37:46
1767,31927,Sarah Hedstrom,5:37:57
1768,33058,Genelle Viars,5:38:00
1769,30868,Belinda Coakley,5:38:03
1770,30292,Onnie Davis,5:38:17
1771,31290,Jason Lee,5:38:29
1772,32434,Claire Cochell,5:38:41
1773,33670,David Kirkbride,5:38:45
1773,31846,Troy Bedik,5:38:45
1775,32506,Iris Powdrill,5:39:00
1776,32329,Kimberley Overturf,5:39:09
1777,31355,Nathan Mcgee,5:39:19
1778,32073,Brandon Theriault,5:39:39
1779,31471,Christie Hutchison,5:39:49
1780,33569,William Beau Butler,5:39:51
1781,33537,Alonso Munoz,5:39:56
1782,32632,Blake Henry,5:40:07
1783,33372,Susan Jones,5:40:09
1784,33128,Katsuya Ogawa,5:40:11
1785,33179,Todd Beel,5:40:15
1786,33180,Stephanie Haase,5:40:16
1787,32848,Ellie Bennett,5:40:21
1788,31721,Diane Bolton,5:40:26
1789,30166,Joel Aguero,5:40:37
1790,32584,Sarah Barker,5:40:43
1791,31366,Lucas Geier,5:40:44
1792,32464,Misa Sugui,5:40:50
1793,31068,Jason Raisner,5:41:07
1793,31067,Jon Deaner,5:41:07
1795,31694,Michael Sonnenberg,5:41:08
1795,32764,Joe Sonnenberg,5:41:08
1797,32296,Brandi Tooley,5:41:11
1798,32181,Katie Johnson,5:41:24
1799,31748,Brad Schreiner,5:41:25
1800,32001,Bryce Hagenow,5:41:28
1800,32000,Allison Vaske,5:41:28
1802,33060,Reuben Luzano,5:41:34
1803,33710,Paul Kelly,5:41:47
1803,33711,Michelle Young,5:41:47
1805,33199,Candy Cook,5:41:49
1806,32378,Kaily Nakhoneinh,5:41:51
1807,30981,Amy Anderson,5:41:52
1808,33419,Matthew Sentilles,5:42:00
1809,32136,Makenzie Larson,5:42:04
1810,30853,Bob Coffey,5:42:08
1811,33361,Michelle Depa,5:42:16
1812,33360,Beth Berg,5:42:17
1813,33206,Melissa Benedict,5:42:19
1813,33207,Tim Benedict,5:42:19
1815,31117,Priscilda Davis,5:42:25
1816,31118,Sandra Anderson,5:42:26
1816,31116,Amy Coor,5:42:26
1818,33595,Jeffrey Devore,5:42:28
1819,32810,Meagan Moore,5:42:32
1820,33012,Dawn Striker-Roberts,5:42:37
1821,31951,Candice Smith,5:42:40
1822,31981,Samantha O'Connor,5:43:08
1823,32576,Katherine Liles,5:43:19
1823,32574,Lauren Hoover,5:43:19
1823,31667,Erin Carter,5:43:19
1826,31972,Wesley Norton,5:43:20
1826,31973,Zhainagul Dzhumataeva,5:43:20
1828,31974,Makayla Norton,5:43:21
1829,31879,Rebecca Allen,5:43:34
1830,32608,Dyana Rasinski,5:43:59
1830,33271,Heather Mcallister,5:43:59
1832,31024,Kyle Meeks,5:44:00
1833,33281,Shelia Wright,5:44:10
1834,32628,Lindsay Castelli,5:44:20
1834,31257,Sara Mckinley,5:44:20
1836,31642,Brian Jansen,5:44:25
1837,33519,Jack Crist,5:44:31
1838,32224,Robert Nidiffer,5:44:33
1839,31984,Rachel Shaw,5:44:41
1840,32199,Kathryn Osborn,5:44:44
1841,33258,Anne Marie Shelley,5:44:51
1841,32634,Emelia Pitlick,5:44:51
1843,33631,Andy Johns,5:44:53
1844,33273,Arundati Ramesh,5:45:16
1845,33166,Tiffany Eschak,5:45:23
1846,31395,Kurt Herron,5:45:29
1847,30941,Michael Williams,5:45:35
1847,30942,Elizabeth Williams,5:45:35
1849,32954,Maria Rojas,5:46:00
1850,32315,Sarah Purgett,5:46:02
1851,32198,Kimberly Rhodes,5:46:20
1852,33276,Sandra Miranda,5:46:22
1853,32207,Bridget Lacey,5:46:25
1854,32197,Chester Paoletti,5:46:26
1855,33322,Priscilla Richardson,5:47:22
1856,31891,James Ash,5:47:23
1857,31309,Mitchell Ginsburg,5:47:33
1858,30631,Christopher Brock,5:47:46
1859,31468,Michelle Nimmo,5:48:09
1860,33617,Randall Hodge,5:48:33
1861,32057,Anja Izban,5:48:43
1862,32472,Teresa Olivier,5:48:54
1862,32470,Sharon Dagostino,5:48:54
1864,32952,Erica Waters,5:49:06
1865,32382,Rebecca Slone,5:49:07
1866,32350,Shelley Cloutier,5:49:42
1867,32932,Richard Combes,5:49:44
1868,33700,Ronnie Wilson,5:49:50
1869,32380,Kelly Weber,5:49:52
1870,33028,Anne Truitt,5:50:13
1871,33169,Courtney Hendricks,5:50:28
1872,33050,Susan Drake,5:50:34
1872,32544,Hannah Duke,5:50:34
1874,33382,Angela Dunn,5:50:36
1875,33279,Dan Mummert,5:50:54
1876,32698,Olga Salinas,5:50:58
1877,31897,Penny Smith,5:51:10
1877,32644,Michelle Hatton,5:51:10
1879,32476,Melanie Curtis,5:51:11
1879,33193,Candy Voss,5:51:11
1881,33052,Ann Walley,5:51:12
1882,33238,Aimee Hilber,5:51:14
1882,33605,Kristen Kimmel,5:51:14
1882,33237,Ryan Donnelly,5:51:14
1882,32902,Peter Mullvain,5:51:14
1886,33377,Jason Rapoport,5:51:16
1887,31805,Penny Frey,5:51:23
1888,33287,Anjoli Rashid,5:51:27
1889,32982,Raelyn Johnson,5:51:36
1889,33660,Anthony Holt,5:51:36
1891,31835,Lori Boyd,5:51:38
1892,32498,Steve Jones,5:51:55
1893,31771,Jennifer Sell,5:52:01
1894,32986,Alyssa Eashoo,5:52:02
1895,33328,Michael Warren,5:52:20
1895,33176,Lee Hofweber,5:52:20
1897,32974,Kristi Wieland,5:52:36
1897,32692,Tracy Lindstrom,5:52:36
1899,32604,Melanie Gould,5:52:37
1900,33304,Paul Winterford,5:52:44
1901,33253,Elizabeth Kostrub,5:52:48
1902,32652,Hector Solis,5:52:50
1903,30539,Jason Simmons,5:53:18
1904,32070,Katrin Bates,5:53:34
1905,32150,Kaitlynn Washingtion,5:53:42
1905,33466,Peyton Gray,5:53:42
1905,33630,Cole Christopher,5:53:42
1908,33616,Brooke Osborne,5:54:21
1908,32870,Sarah Bordelon,5:54:21
1910,33539,Roy Cameron Jr,5:54:26
1911,30422,Hunter Burney,5:54:35
1911,32442,Kristen Burney,5:54:35
1913,33305,Claire Winterford,5:54:51
1914,30871,Jeff Murphree,5:54:57
1915,33090,Allison Thrower,5:55:33
1916,33618,Eddie Godwin,5:55:48
1917,31653,Michael Haarlander,5:56:03
1918,32834,Astrid Escobar,5:56:05
1919,32452,Rakesh Singh,5:56:27
1920,33427,Ashley Bautista,5:56:28
1921,30970,James Carlson,5:56:31
1921,32582,Olivia Hoppen,5:56:31
1923,33054,Bobbi Aschwanden,5:56:53
1923,32364,Ariel Alonzo,5:56:53
1925,33369,Brittney Miller,5:56:59
1925,33370,Ryan Miller,5:56:59
1927,32151,Catherine Moerman,5:57:01
1928,32256,Evan Castellano,5:57:09
1929,33386,Kat Dunham,5:57:10
1930,32732,Daniel Pope,5:57:18
1931,32700,Tsubasa Agarie,5:57:40
1932,530,Dean Bowden,5:57:43
1933,32291,Larry Nolen,5:57:47
1934,30384,Raegen Martin,5:58:02
1935,33144,Nestor Ilagan,5:58:15
1936,33632,Melissa Teneyuque,5:58:21
1937,523,Ken Ashby,5:58:25
1938,31919,Eddie Kimpel,5:58:43
1939,33650,Konstantin Yepifantsev,5:58:52
1940,32844,Meghann Farley,5:58:55
1941,33559,Cynthia Aune,5:58:56
1942,31707,Laura Terry,5:59:00
1943,32742,Jessica Thrower,5:59:11
1944,31043,Sherry Ricker,5:59:13
1945,33205,Alicia Hartman,5:59:17
1946,31666,Jason Mccullough,5:59:30
1947,31729,Venu Alokam,5:59:38
1948,31884,Amber Jacobs,6:00:00
1949,31381,Rebekah Clifford,6:00:10
1950,33667,Richard Brooks,6:00:39
1951,32832,Candace Wohn,6:00:57
1952,33223,Amy Cengeri,6:01:02
1953,33300,Ashley Kelley,6:01:03
1954,539,Richard Brooks,6:01:08
1955,33283,Tristen Reis,6:01:09
1956,32648,Barbara Pepin,6:01:11
1957,33424,Sandra Guida,6:01:13
1958,33718,Dean Stambelu,6:01:28
1959,32942,Erin Mclauchlin,6:01:40
1960,33218,Alina Young,6:01:41
1961,33086,Caitlin Babin,6:01:42
1962,31115,Stephanie Grapentin,6:02:20
1963,30949,Morgan Bensman,6:02:26
1964,32118,Timothy New,6:02:29
1965,33401,Brian Schick,6:03:03
1966,32218,Lorie Wood,6:03:26
1966,31261,Darah Owens,6:03:26
1968,33607,Roy Singley,6:03:35
1969,32062,Cortlynn Mitchell,6:04:01
1970,33366,Samantha Kuner,6:04:09
1971,33261,Jessica Alexander,6:04:10
1971,33708,Jazmin Pluas,6:04:10
1973,33242,Renae Brown,6:04:11
1974,33134,Kim Heagy,6:04:26
1975,31569,James Rahn,6:04:28
1976,33368,Stacey Campfield,6:04:38
1977,33267,James Orr,6:04:47
1978,31028,Megan Svetkovich,6:04:48
1979,33174,George Svetkovich,6:04:49
1980,33675,Jessica Campos-Ruiz,6:04:58
1981,33672,Marie Flores,6:05:01
1981,33671,Betty Trueba,6:05:01
1983,32866,Kelsey Wezel,6:05:52
1984,33434,Justin Lynch,6:06:10
1985,33277,Kathleen Gant,6:06:16
1986,33629,Gordon Carlisle,6:06:19
1987,33022,Ryan Mitchell,6:06:29
1988,33426,Trish Keleher,6:06:30
1989,33306,Darin Mccloud,6:06:38
1990,32694,Shannon Wood,6:06:54
1990,33633,Katherine Tierney-Smith,6:06:54
1992,32530,David Owens,6:07:44
1993,33433,Leah Sayre,6:08:09
1993,31731,Towhid Alam,6:08:09
1995,33383,Emily Simmons,6:08:15
1996,32602,Bailey Hendrickson,6:08:20
1997,33384,Taylor Leatherwood,6:08:21
1998,32138,Sarah Skonicki,6:08:26
1999,33598,Erica Heskamp,6:08:56
2000,33184,Shari Zimmerman,6:08:57
2000,33597,Kelly Steinmann,6:08:57
2000,32318,Suzanne Buntrock,6:08:57
2003,32890,Cindy Howard,6:09:04
2004,33217,Rachel Bottomley,6:09:08
2005,33201,Jen Cole,6:09:12
2006,31978,Erin Lusk,6:09:14
2007,32934,Alessandra D'Ambrosia-Furman,6:09:20
2007,31829,Jessica Perry,6:09:20
2009,33209,Jennifer Whittle,6:09:27
2009,33610,Seth Hatfield,6:09:27
2011,32874,Matthew Latawiec,6:09:29
2011,32872,Stephanie Latawiec,6:09:29
2013,33198,Roberta Henry,6:09:47
2014,31023,Shelby Hall,6:09:51
2015,32704,Tyler Farley,6:10:02
2016,32876,Courtney Devries,6:10:27
2017,33173,Becca Dernberger,6:11:11
2018,32480,Susan Marshall,6:11:24
2019,30085,Nathanael Lilly,6:11:26
2020,32578,Allison Seguin,6:11:33
2020,33410,Catherine Seguin,6:11:33
2022,33308,Tiffany Allgeier,6:11:48
2023,33400,Howard Robison,6:11:51
2024,33098,Gregoria Williams,6:12:10
2025,33357,Shandy Farin,6:12:18
2026,33292,Shannon Kjear,6:12:24
2027,33614,Cleveland Allen,6:12:25
2028,33187,David Dearmon,6:12:34
2029,33235,Brian Shaw,6:12:35
2030,33234,Maria Crompton,6:12:37
2031,32325,Gayle Martin,6:13:04
2032,33601,Jennifer Clark,6:13:05
2033,33518,Samuel Collins,6:13:19
2034,33367,Billy Huggins,6:13:39
2035,33506,Tony Myers,6:13:57
2035,30820,Todd Foster,6:13:57
2037,33665,Maria Shircel,6:14:30
2038,31993,Baithao Samphao,6:14:43
2039,32119,Darrell Sheffield,6:14:45
2040,33078,Diane Street,6:15:01
2041,31738,Joanne Ring,6:15:08
2042,33381,Ryan Mcnally,6:15:12
2043,33248,Amie Guinn,6:15:16
2044,33008,Janet Yee,6:15:18
2045,31529,Misty Jones,6:15:27
2046,32287,Katherine Mccrea,6:15:31
2047,32650,Carlito Agner,6:15:35
2048,32646,Kenneth Forrest,6:15:36
2049,33249,Sarah Anglin,6:15:55
2050,32494,Deanne Whittle,6:16:27
2051,30542,Deanna Alexander,6:16:31
2052,33056,Hanah Pender,6:16:38
2053,33230,Adrienne Mcbroon,6:16:51
2054,33286,Tricia Timney,6:16:52
2055,32458,Cynthia Berndt,6:17:01
2056,33263,Michelle Sumption,6:17:04
2057,33330,Jana Stidham,6:17:21
2058,33311,Jennifer Kraus,6:17:37
2059,33074,Olga Felton,6:17:39
2060,33627,Sarah Cates,6:18:01
2061,33626,Jennifer Reed,6:18:02
2062,33185,Mary Perrecone,6:18:15
2063,32526,Daniel Albert,6:18:17
2064,33239,Audrey Reville,6:18:50
2065,32830,Georgia Bracken,6:18:55
2066,32920,Cassandra Branch,6:19:04
2067,31693,Linda Wieloch,6:19:15
2068,32289,Valerie Hardison,6:19:22
2069,31916,Mark Bevilacqua,6:19:23
2070,31161,Derek Conine,6:19:26
2071,33323,Lucy Hernandez,6:19:35
2072,33606,Helen Reagan,6:19:50
2073,32032,Jason B. Wright,6:20:31
2074,32550,Erica Marlowe Williamson,6:20:32
2075,31369,Cami Earnest,6:20:36
2076,33291,Andy Lan,6:21:01
2077,31755,Vincent Berry,6:21:23
2078,30947,Melanie Nekola,6:21:24
2079,33397,Jim Burgos,6:21:26
2080,33396,Rhonda Burgos,6:21:35
2081,32806,Andrew Harris,6:22:11
2082,31785,Cassandra Punjack,6:22:54
2083,33241,Courtney Wells,6:22:59
2084,33390,Amy Brooks,6:24:19
2085,33364,Terry Davis,6:25:02
2086,33299,Donna Paris,6:26:04
2087,31712,Melissa Sears,6:26:24
2088,31386,Thomas Friar,6:26:37
2089,33232,Marcus Kasel,6:27:24
2090,32210,Shawn Douthit,6:27:27
2091,33333,Chris Bloch,6:27:29
2092,32916,Jeff Riddle,6:28:06
2093,31711,Rick Sears,6:30:13
2094,33634,Dwight Williams,6:30:28
2095,31703,Kelsey Mark,6:31:10
2096,33048,John Points,6:31:28
2097,31594,Brett Dunlap,6:32:57
2098,33211,Meghann Richardson,6:33:08
2099,536,Patti Mortland,6:34:24
2100,33423,Yvette Leonard,6:34:41
2101,33717,Dallas Heyden,6:37:34
2102,32440,Marlin Hardin,6:39:04
2103,535,Jane Tao,6:49:26
2104,529,Mike Emerick,6:51:23
2105,60042,Contact Sportstats,6:51:55
2106,33359,Theresa Khayyam,6:51:56
2107,30018,Harold Martin,6:54:09
99999,33530,Brandon Wynsma,0:00:00
99999,32166,Janna Chew,0:00:00
99999,31683,Aubrey Spaeth,0:00:00
99999,33654,Jeff Ekkart,0:00:00
99999,31170,Austin Perkins,0:00:00
99999,30482,David Ramos,0:00:00
99999,33461,Emily Eagerton,0:00:00
99999,31515,Tony Quernemoen,0:00:00
